Chromosome,Start,End,Strand,Name,Transcript,ID
chr17,26976007,26988894,-,SDF2,3,ENSG00000132581
chr17,27000420,27028643,+,SUPT6H,4,ENSG00000109111
chr17,27030576,27038678,-,PROCA1,5,ENSG00000167525
chr17,27041590,27045285,-,RAB34,16,ENSG00000109113
chr17,27047024,27050899,+,RPL23A,7,ENSG00000198242
chr17,27051528,27053826,-,TLCD1,4,ENSG00000160606
chr17,27055832,27069005,+,NEK8,5,ENSG00000160602
chr17,27071131,27076986,+,TRAF4,10,ENSG00000076604
chr17,27085288,27093685,-,FAM222B,15,ENSG00000173065
chr17,27182053,27187627,+,ERAL1,5,ENSG00000132591
chr17,27207579,27224592,-,FLOT2,6,ENSG00000132589
chr17,27225459,27229962,-,DHRS13,3,ENSG00000167536
chr17,27233201,27278622,-,PHF12,13,ENSG00000109118
chr17,27282652,27332887,-,SEZ6,9,ENSG00000063015
chr17,27370244,27383323,+,PIPOX,3,ENSG00000179761
chr17,27400870,27401217,-,TIAF1,2,ENSG00000221995
chr17,27401788,27493958,-,MYO18A,7,ENSG00000196535
chr17,27573882,27581367,+,CRYBA1,2,ENSG00000108255
chr17,27591557,27621077,-,NUFIP2,2,ENSG00000108256
chr17,27778567,27870040,+,TAOK1,3,ENSG00000160551
chr17,27889579,27893984,-,ABHD15,1,ENSG00000168792
chr17,27895535,27900094,+,TP53I13,8,ENSG00000167543
chr17,27901720,27921047,-,GIT1,10,ENSG00000108262
chr17,27920640,27940600,+,ANKRD13B,4,ENSG00000198720
chr17,27942750,27948439,-,CORO6,9,ENSG00000167549
chr17,27957763,28257018,-,SSH2,8,ENSG00000141298
chr17,28268815,28435042,+,EFCAB5,11,ENSG00000176927
chr17,28443862,28512692,+,NSRP1,11,ENSG00000126653
chr17,28525474,28548976,-,SLC6A4,4,ENSG00000108576
chr17,28576035,28618837,-,BLMH,8,ENSG00000108578
chr17,28643705,28659151,-,TMIGD1,2,ENSG00000182271
chr17,28705999,28793316,+,CPD,5,ENSG00000108582
chr17,28804452,28849396,+,GOSR1,7,ENSG00000108587
chr17,28886733,28890443,+,TBC1D29,3,ENSG00000266733
chr17,29099403,29151669,-,CRLF3,4,ENSG00000176390
chr17,29159366,29221931,+,ATAD5,2,ENSG00000176208
chr17,29226187,29233216,-,TEFM,3,ENSG00000172171
chr17,29249033,29284887,+,ADAP2,8,ENSG00000184060
chr17,29298092,29326209,+,RNF135,6,ENSG00000181481
chr17,29422226,29705949,+,NF1,16,ENSG00000196712
chr17,29622027,29623349,-,OMG,1,ENSG00000126861
chr17,29631281,29634928,-,EVI2B,3,ENSG00000185862
chr17,29632629,29645849,-,CTD-2370N5.3,4,ENSG00000265118
chr17,29645321,29647449,-,EVI2A,3,ENSG00000126860
chr17,29718871,29858750,+,RAB11FIP4,6,ENSG00000131242
chr17,29898165,29902658,+,AC003101.1,1,ENSG00000228768
chr17,30179158,30186218,-,COPRS,5,ENSG00000172301
chr17,30190378,30228646,-,UTP6,3,ENSG00000108651
chr17,30264266,30326022,+,SUZ12,2,ENSG00000178691
chr17,30334960,30380347,+,LRRC37B,9,ENSG00000185158
chr17,30469309,30470048,-,AC090616.2,1,ENSG00000214708
chr17,30469712,30580146,+,RHOT1,14,ENSG00000126858
chr17,30506379,30506885,-,AC116407.2,1,ENSG00000269402
chr17,30593209,30648382,+,RHBDL3,5,ENSG00000141314
chr17,30651744,30669158,-,C17orf75,9,ENSG00000108666
chr17,30677305,30700428,+,ZNF207,12,ENSG00000010244
chr17,30771542,30807649,+,PSMD11,6,ENSG00000108671
chr17,30814639,30815562,+,CDK5R1,3,ENSG00000176749
chr17,30821777,31203890,-,MYO1D,5,ENSG00000176658
chr17,31258547,31271899,+,TMEM98,7,ENSG00000006042
chr17,31318957,31324796,+,SPACA3,3,ENSG00000141316
chr17,31340983,32483551,-,ASIC2,2,ENSG00000108684
chr17,32581900,32582306,-,AC005549.3,1,ENSG00000268024
chr17,32582369,32583846,+,CCL2,2,ENSG00000108691
chr17,32597280,32598821,+,CCL7,4,ENSG00000108688
chr17,32612828,32614709,+,CCL11,1,ENSG00000172156
chr17,32646521,32647926,+,CCL8,1,ENSG00000108700
chr17,32683546,32685150,+,CCL13,2,ENSG00000181374
chr17,32687578,32690180,-,CCL1,1,ENSG00000108702
chr17,32904546,32906299,-,C17orf102,1,ENSG00000197322
chr17,32908096,32965251,+,TMEM132E,1,ENSG00000181291
chr17,33255067,33288412,-,CCT6B,4,ENSG00000132141
chr17,33288586,33289704,+,ZNF830,2,ENSG00000198783
chr17,33307594,33331525,+,LIG3,7,ENSG00000005156
chr17,33338987,33353572,-,RFFL,12,ENSG00000092871
chr17,33338987,33448312,-,RAD51L3-RFFL,3,ENSG00000267618
chr17,33427972,33446806,-,RAD51D,19,ENSG00000185379
chr17,33448713,33457453,+,FNDC8,1,ENSG00000073598
chr17,33459456,33469294,-,NLE1,6,ENSG00000073536
chr17,33475283,33513578,+,UNC45B,5,ENSG00000141161
chr17,33520310,33521326,-,SLC35G3,1,ENSG00000164729
chr17,33585710,33592907,+,SLFN5,3,ENSG00000166750
chr17,33679375,33690826,-,SLFN11,10,ENSG00000172716
chr17,33738357,33750047,-,SLFN12,5,ENSG00000172123
chr17,33767614,33772699,-,SLFN13,10,ENSG00000154760
chr17,33801942,33849398,-,SLFN12L,3,ENSG00000205045
chr17,33875258,33885081,-,SLFN14,1,ENSG00000236320
chr17,33902801,33905040,-,PEX12,3,ENSG00000108733
chr17,33921050,34050718,+,AP2B1,15,ENSG00000006125
chr17,34062204,34068324,+,RASL10B,1,ENSG00000141150
chr17,34071873,34079869,-,GAS2L2,2,ENSG00000132139
chr17,34083434,34122381,-,MMP28,8,ENSG00000129270
chr17,34087961,34091637,+,C17orf50,3,ENSG00000154768
chr17,34136574,34191272,+,TAF15,9,ENSG00000172660
chr17,34182067,34195746,-,C17orf66,6,ENSG00000172653
chr17,34199274,34207309,-,CCL5,3,ENSG00000161570
chr17,34245346,34257731,-,RDM1,14,ENSG00000187456
chr17,34261800,34266360,-,LYZL6,4,ENSG00000161572
chr17,34304602,34308456,-,CCL16,3,ENSG00000161573
chr17,34310837,34313685,-,CCL14,5,ENSG00000213494
chr17,34312747,34313749,+,CTB-186H2.3,1,ENSG00000266956
chr17,34324803,34328531,-,CCL15,2,ENSG00000267596
chr17,34324803,34328531,-,CCL15-CCL14,2,ENSG00000161574
chr17,34340237,34344934,-,CCL23,3,ENSG00000167236
chr17,34391703,34398401,+,CCL18,1,ENSG00000006074
chr17,34416018,34417404,-,CCL3,1,ENSG00000006075
chr17,34431299,34432705,+,CCL4,2,ENSG00000129277
chr17,34493375,34502410,-,TBC1D3B,5,ENSG00000224226
chr17,34522685,34524072,-,CCL3L3,2,ENSG00000256515
chr17,34538544,34539971,+,CCL4L1,12,ENSG00000205020
chr17,34581400,34755465,-,TBC1D3C,5,ENSG00000234972
chr17,34581400,34804350,-,TBC1D3H,5,ENSG00000242384
chr17,34624259,34625646,-,CCL3L1,3,ENSG00000205021
chr17,34640110,34641537,+,CCL4L2,5,ENSG00000197262
chr17,34746434,34806518,-,TBC1D3G,9,ENSG00000161583
chr17,34842544,34853610,+,ZNHIT3,10,ENSG00000108278
chr17,34852095,34888368,-,MYO19,12,ENSG00000141140
chr17,34892951,34894465,+,PIGW,3,ENSG00000184886
chr17,34901574,34945841,+,GGNBP2,4,ENSG00000005955
chr17,34948440,34956632,+,DHRS11,5,ENSG00000108272
chr17,34958240,34964851,+,MRM1,2,ENSG00000129282
chr17,35295495,35300428,+,LHX1,1,ENSG00000132130
chr17,35306426,35413964,+,AATF,4,ENSG00000108270
chr17,35443988,35766389,-,ACACA,17,ENSG00000132142
chr17,35733035,35748678,+,C17orf78,2,ENSG00000167230
chr17,35771453,35837087,+,TADA2A,10,ENSG00000108264
chr17,35872375,35872971,+,DUSP14,3,ENSG00000161326
chr17,35879043,35969403,-,SYNRG,10,ENSG00000006114
chr17,35974341,36003449,-,DDX52,6,ENSG00000141141
chr17,36047283,36104875,-,HNF1B,4,ENSG00000108753
chr17,36285545,36294600,+,TBC1D3F,5,ENSG00000185128
chr17,36338026,36347081,-,TBC1D3,7,ENSG00000197681
chr17,36347069,36421811,-,RP11-1407O15.2,8,ENSG00000174093
chr17,36453150,36478478,+,MRPL45,4,ENSG00000174100
chr17,36482348,36499672,-,GPR179,1,ENSG00000188888
chr17,36508128,36552221,+,SOCS7,3,ENSG00000174111
chr17,36584730,36667208,+,ARHGAP23,9,ENSG00000225485
chr17,36689532,36761958,-,SRCIN1,4,ENSG00000017373
chr17,36829609,36830748,-,C17orf96,1,ENSG00000179294
chr17,36861886,36881851,+,MLLT6,3,ENSG00000108292
chr17,36884086,36884451,-,AC006449.1,1,ENSG00000269094
chr17,36886612,36889708,+,CISD3,1,ENSG00000230055
chr17,36890412,36896655,-,PCGF2,7,ENSG00000056661
chr17,36905801,36906391,+,CTB-58E17.5,1,ENSG00000227450
chr17,36909080,36920420,+,PSMB3,4,ENSG00000108294
chr17,36925944,36955677,-,PIP4K2B,2,ENSG00000141720
chr17,36958345,36981436,-,CWC25,7,ENSG00000108296
chr17,36991442,36997642,-,C17orf98,1,ENSG00000214556
chr17,37004192,37009963,-,RPL23,7,ENSG00000125691
chr17,37026443,37075031,+,LASP1,7,ENSG00000002834
chr17,37093428,37119278,-,FBXO47,1,ENSG00000204952
chr17,37224093,37308933,-,PLXDC1,10,ENSG00000161381
chr17,37313147,37322013,-,ARL5C,3,ENSG00000141748
chr17,37331446,37353748,-,CACNB1,3,ENSG00000067191
chr17,37356598,37360901,+,RPL19,5,ENSG00000108298
chr17,37368545,37381755,-,STAC2,2,ENSG00000141750
chr17,37417713,37558473,-,FBXL20,5,ENSG00000108306
chr17,37561531,37607315,-,MED1,4,ENSG00000125686
chr17,37618325,37700530,+,CDK12,4,ENSG00000167258
chr17,37761704,37762852,-,NEUROD2,1,ENSG00000171532
chr17,37783646,37792118,+,PPP1R1B,6,ENSG00000131771
chr17,37809785,37819306,+,STARD3,13,ENSG00000131748
chr17,37821613,37822362,+,TCAP,2,ENSG00000173991
chr17,37824729,37826642,+,PNMT,3,ENSG00000141744
chr17,37829056,37844267,-,PGAP3,7,ENSG00000161395
chr17,37855813,37884297,+,ERBB2,16,ENSG00000141736
chr17,37885775,37886748,-,MIEN1,2,ENSG00000141741
chr17,37895159,37903150,+,GRB7,8,ENSG00000141738
chr17,37922043,38020379,-,IKZF3,16,ENSG00000161405
chr17,38024608,38033062,+,ZPBP2,4,ENSG00000186075
chr17,38061065,38073569,-,GSDMB,10,ENSG00000073605
chr17,38078803,38080456,-,ORMDL3,6,ENSG00000172057
chr17,38097777,38100987,+,LRRC3C,1,ENSG00000204913
chr17,38121941,38133311,+,GSDMA,2,ENSG00000167914
chr17,38137224,38154103,+,PSMD3,4,ENSG00000108344
chr17,38171728,38173212,+,CSF3,7,ENSG00000108342
chr17,38175782,38212880,-,MED24,21,ENSG00000008838
chr17,38230742,38249635,+,THRA,9,ENSG00000126351
chr17,38249336,38256347,-,NR1D1,1,ENSG00000126368
chr17,38278866,38290622,+,MSL1,6,ENSG00000188895
chr17,38296802,38325874,+,CASC3,4,ENSG00000108349
chr17,38333309,38350040,+,RAPGEFL1,8,ENSG00000108352
chr17,38412712,38434477,+,WIPF2,8,ENSG00000171475
chr17,38445673,38458253,+,CDC6,4,ENSG00000094804
chr17,38487471,38512478,+,RARA,7,ENSG00000131759
chr17,38517235,38520067,-,GJD3,2,ENSG00000183153
chr17,38517244,38520178,+,CTD-2267D19.3,1,ENSG00000266208
chr17,38545771,38574043,-,TOP2A,3,ENSG00000131747
chr17,38599988,38612835,+,IGFBP4,2,ENSG00000141753
chr17,38633840,38652677,-,TNS4,2,ENSG00000131746
chr17,38710994,38721661,-,CCR7,3,ENSG00000126353
chr17,38785037,38802054,-,SMARCE1,16,ENSG00000073584
chr17,38812654,38821351,-,KRT222,5,ENSG00000264058
chr17,38854489,38859945,-,KRT24,1,ENSG00000167916
chr17,38904529,38911523,-,KRT25,1,ENSG00000204897
chr17,38922767,38928365,-,KRT26,1,ENSG00000186393
chr17,38933251,38938745,-,KRT27,1,ENSG00000171446
chr17,38948679,38956145,-,KRT28,1,ENSG00000173908
chr17,38974728,38978837,-,KRT10,1,ENSG00000186395
chr17,38990769,38991545,+,TMEM99,2,ENSG00000167920
chr17,39017913,39023438,-,KRT12,1,ENSG00000187242
chr17,39032613,39041437,-,KRT20,1,ENSG00000171431
chr17,39079241,39092855,-,KRT23,6,ENSG00000108244
chr17,39114853,39123108,-,KRT39,2,ENSG00000196859
chr17,39134449,39140525,-,KRT40,3,ENSG00000204889
chr17,39150053,39150349,-,KRTAP3-3,1,ENSG00000212899
chr17,39155809,39156105,-,KRTAP3-2,1,ENSG00000212900
chr17,39165030,39165326,-,KRTAP3-1,1,ENSG00000212901
chr17,39182883,39183407,-,KRTAP1-5,1,ENSG00000221852
chr17,39185965,39186330,-,KRTAP1-4,1,ENSG00000204887
chr17,39190570,39191073,-,KRTAP1-3,1,ENSG00000221880
chr17,39197116,39197649,-,KRTAP1-1,1,ENSG00000188581
chr17,39203043,39203519,-,KRTAP2-1,2,ENSG00000212725
chr17,39211002,39211463,-,KRTAP2-2,2,ENSG00000214518
chr17,39215916,39216302,-,KRTAP2-3,1,ENSG00000212724
chr17,39221711,39222097,-,KRTAP2-4,1,ENSG00000213417
chr17,39240459,39240926,+,KRTAP4-7,1,ENSG00000240871
chr17,39253779,39254336,-,KRTAP4-8,1,ENSG00000204880
chr17,39257754,39258461,-,KRTAP4-16P,1,ENSG00000241241
chr17,39261641,39262273,+,KRTAP4-9,1,ENSG00000212722
chr17,39273980,39274567,-,KRTAP4-11,1,ENSG00000212721
chr17,39279769,39280374,-,KRTAP4-12,1,ENSG00000213416
chr17,39296122,39296739,-,KRTAP4-6,1,ENSG00000198090
chr17,39305474,39306019,-,KRTAP4-5,1,ENSG00000198271
chr17,39316443,39316943,-,KRTAP4-4,1,ENSG00000171396
chr17,39323837,39324424,-,KRTAP4-3,1,ENSG00000196156
chr17,39334006,39334416,-,KRTAP4-2,1,ENSG00000244537
chr17,39340666,39341106,-,KRTAP4-1,1,ENSG00000198443
chr17,39344697,39346891,+,KRTAP9-1,3,ENSG00000240542
chr17,39382907,39383431,+,KRTAP9-2,2,ENSG00000239886
chr17,39388754,39389233,+,KRTAP9-3,1,ENSG00000204873
chr17,39394304,39394783,+,KRTAP9-8,1,ENSG00000187272
chr17,39405973,39406437,+,KRTAP9-4,1,ENSG00000241595
chr17,39411638,39412147,+,KRTAP9-9,1,ENSG00000198083
chr17,39421630,39422112,+,KRTAP9-6,1,ENSG00000212659
chr17,39431950,39432459,+,KRTAP9-7,1,ENSG00000180386
chr17,39458078,39459103,-,KRTAP29-1,1,ENSG00000212658
chr17,39463952,39465505,-,KRTAP16-1,1,ENSG00000212657
chr17,39471585,39471902,-,KRTAP17-1,1,ENSG00000186860
chr17,39502371,39507019,-,KRT33A,1,ENSG00000006059
chr17,39520088,39526002,-,KRT33B,1,ENSG00000131738
chr17,39534311,39538624,-,KRT34,1,ENSG00000131737
chr17,39550268,39553791,-,KRT31,1,ENSG00000094796
chr17,39577130,39580775,-,KRT37,1,ENSG00000108417
chr17,39593664,39597173,-,KRT38,1,ENSG00000171360
chr17,39616362,39623577,-,KRT32,1,ENSG00000108759
chr17,39633308,39637349,-,KRT35,2,ENSG00000197079
chr17,39642628,39648585,-,KRT36,2,ENSG00000126337
chr17,39657508,39661802,-,KRT13,6,ENSG00000171401
chr17,39670275,39675079,-,KRT15,7,ENSG00000171346
chr17,39679995,39684499,-,KRT19,3,ENSG00000171345
chr17,39723525,39728244,-,KRT9,2,ENSG00000171403
chr17,39738687,39743086,-,KRT14,1,ENSG00000186847
chr17,39766187,39768940,-,KRT16,3,ENSG00000186832
chr17,39775846,39780761,-,KRT17,4,ENSG00000128422
chr17,39775846,39928106,-,JUP,11,ENSG00000173801
chr17,39845291,39847185,+,EIF1,3,ENSG00000173812
chr17,39871689,39872124,+,GAST,1,ENSG00000184502
chr17,39874197,39890886,-,HAP1,7,ENSG00000173805
chr17,39959209,39968167,-,LEPREL4,5,ENSG00000141696
chr17,39969287,39978660,+,FKBP10,7,ENSG00000141756
chr17,39981775,39992445,-,NT5C3B,7,ENSG00000141698
chr17,39994185,40004559,+,KLHL10,3,ENSG00000161594
chr17,40009992,40021623,-,KLHL11,1,ENSG00000178502
chr17,40024063,40070126,-,ACLY,7,ENSG00000131473
chr17,40118903,40125942,+,CNP,8,ENSG00000173786
chr17,40128751,40170493,-,DNAJC7,16,ENSG00000168259
chr17,40173596,40175911,+,NKIRAS2,13,ENSG00000168256
chr17,40179036,40215074,-,ZNF385C,1,ENSG00000187595
chr17,40253779,40263910,-,DHX58,5,ENSG00000108771
chr17,40265667,40273322,-,KAT2A,3,ENSG00000108773
chr17,40271692,40282520,-,CTD-2132N18.3,3,ENSG00000267261
chr17,40274869,40275348,+,HSPB9,1,ENSG00000197723
chr17,40277801,40283635,-,RAB5C,7,ENSG00000108774
chr17,40312058,40332963,-,KCNH4,2,ENSG00000089558
chr17,40336172,40337383,-,HCRT,1,ENSG00000161610
chr17,40341040,40345599,-,GHDC,9,ENSG00000167925
chr17,40353756,40384145,-,STAT5B,2,ENSG00000173757
chr17,40441430,40462687,+,STAT5A,8,ENSG00000126561
chr17,40467763,40526081,-,STAT3,6,ENSG00000168610
chr17,40556705,40575115,-,PTRF,1,ENSG00000177469
chr17,40612913,40673148,+,ATP6V0A1,15,ENSG00000033627
chr17,40688291,40696256,+,NAGLU,5,ENSG00000108784
chr17,40704952,40706956,+,HSD17B1,3,ENSG00000108786
chr17,40714430,40717986,+,COASY,12,ENSG00000068120
chr17,40719143,40723621,+,MLX,4,ENSG00000108788
chr17,40724986,40729704,-,PSMC3IP,7,ENSG00000131470
chr17,40733831,40761580,-,FAM134C,10,ENSG00000141699
chr17,40761756,40767059,+,TUBG1,3,ENSG00000131462
chr17,40811522,40818818,+,TUBG2,1,ENSG00000037042
chr17,40820145,40828581,-,PLEKHH3,5,ENSG00000068137
chr17,40831571,40833841,-,CCR10,3,ENSG00000184451
chr17,40834848,40850928,+,CNTNAP1,2,ENSG00000108797
chr17,40854550,40880959,-,EZH1,14,ENSG00000108799
chr17,40913280,40914870,+,RAMP2,5,ENSG00000131477
chr17,40925494,40931087,+,VPS25,4,ENSG00000131475
chr17,40932717,40948706,+,WNK4,3,ENSG00000126562
chr17,40948781,40950699,-,COA3,2,ENSG00000183978
chr17,40950836,40961553,+,CNTD1,5,ENSG00000176563
chr17,40962778,40975895,-,BECN1,14,ENSG00000126581
chr17,40985649,40993595,+,PSME3,12,ENSG00000131467
chr17,40996644,41002365,+,AOC2,2,ENSG00000131480
chr17,41003361,41008567,+,AOC3,5,ENSG00000131471
chr17,41052894,41063443,+,G6PC,3,ENSG00000131482
chr17,41102610,41116457,-,AARSD1,6,ENSG00000266967
chr17,41102610,41132199,-,PTGES3L-AARSD1,7,ENSG00000108825
chr17,41121165,41132199,-,PTGES3L,5,ENSG00000267060
chr17,41132594,41143733,+,RUNDC1,2,ENSG00000198863
chr17,41150768,41154937,+,RPL27,6,ENSG00000131469
chr17,41158965,41166316,+,IFI35,2,ENSG00000068079
chr17,41168078,41174339,-,VAT1,9,ENSG00000108828
chr17,41177365,41180697,+,RND2,2,ENSG00000108830
chr17,41197695,41277202,-,BRCA1,29,ENSG00000012048
chr17,41327817,41362093,+,NBR1,7,ENSG00000188554
chr17,41365061,41369820,+,TMEM106A,5,ENSG00000184988
chr17,41477101,41477706,+,ARL4D,1,ENSG00000175906
chr17,41561406,41613846,+,DHX8,6,ENSG00000067596
chr17,41605887,41622985,-,ETV4,8,ENSG00000175832
chr17,41719278,41738902,-,MEOX1,4,ENSG00000005102
chr17,41832710,41836109,-,SOST,1,ENSG00000167941
chr17,41846977,41856292,-,DUSP3,5,ENSG00000108861
chr17,41857831,41861261,+,C17orf105,2,ENSG00000231256
chr17,41879069,41909349,-,MPP3,4,ENSG00000161647
chr17,41924585,41939279,+,CD300LG,6,ENSG00000161649
chr17,41955175,41987011,-,MPP2,15,ENSG00000108852
chr17,41994679,41995023,+,FAM215A,1,ENSG00000267496
chr17,42015731,42016082,+,RP11-527L4.2,1,ENSG00000261514
chr17,42018296,42019022,-,PPY,4,ENSG00000108849
chr17,42030324,42030851,-,PYY,2,ENSG00000131096
chr17,42082032,42085969,+,NAGS,2,ENSG00000161653
chr17,42089296,42092320,-,TMEM101,8,ENSG00000091947
chr17,42113576,42143955,-,LSM12,3,ENSG00000161654
chr17,42148334,42153411,+,G6PC3,6,ENSG00000141349
chr17,42155744,42194883,-,HDAC5,8,ENSG00000108840
chr17,42219511,42239300,+,C17orf53,3,ENSG00000125319
chr17,42248158,42255758,+,ASB16,3,ENSG00000161664
chr17,42265077,42268232,+,TMUB2,15,ENSG00000168591
chr17,42271631,42275438,-,ATXN7L3,7,ENSG00000087152
chr17,42284552,42295597,-,UBTF,11,ENSG00000108312
chr17,42326462,42326572,-,AC003102.1,1,ENSG00000214921
chr17,42327826,42340234,-,SLC4A1,1,ENSG00000004939
chr17,42335297,42355825,+,AC003043.1,1,ENSG00000268413
chr17,42386201,42395606,+,RUNDC3A,3,ENSG00000108309
chr17,42397369,42400930,-,SLC25A39,12,ENSG00000013306
chr17,42426533,42430166,+,GRN,15,ENSG00000030582
chr17,42431101,42441082,-,FAM171A2,3,ENSG00000161682
chr17,42449732,42466841,-,ITGA2B,5,ENSG00000005961
chr17,42474936,42580738,-,GPATCH8,9,ENSG00000186566
chr17,42635057,42636754,+,FZD2,1,ENSG00000180340
chr17,42733982,42754323,+,C17orf104,7,ENSG00000180336
chr17,42750826,42767121,-,CCDC43,4,ENSG00000180329
chr17,42786189,42829331,+,DBF4B,4,ENSG00000161692
chr17,42836568,42857122,+,ADAM11,4,ENSG00000073670
chr17,42881995,42883185,-,GJC1,9,ENSG00000182963
chr17,42925521,42927764,+,HIGD1B,4,ENSG00000131097
chr17,42928642,42971889,-,EFTUD2,10,ENSG00000108883
chr17,42978367,42980185,+,CCDC103,5,ENSG00000167131
chr17,42981198,42982439,+,FAM187A,2,ENSG00000214447
chr17,42984715,42992854,-,GFAP,15,ENSG00000131095
chr17,43003448,43013739,-,KIF18B,5,ENSG00000186185
chr17,43037556,43045416,-,C1QL1,1,ENSG00000131094
chr17,43101801,43112253,-,DCAKD,5,ENSG00000172992
chr17,43138698,43183007,+,NMT1,5,ENSG00000136448
chr17,43189984,43210711,-,PLCD3,6,ENSG00000161714
chr17,43213512,43221008,+,ACBD4,8,ENSG00000181513
chr17,43226558,43227637,+,HEXIM1,1,ENSG00000186834
chr17,43238289,43247176,+,HEXIM2,8,ENSG00000168517
chr17,43299492,43324337,+,FMNL1,6,ENSG00000184922
chr17,43331793,43339383,-,SPATA32,4,ENSG00000184361
chr17,43472822,43507645,-,ARHGAP27,11,ENSG00000159314
chr17,43515224,43559850,-,PLEKHM1,10,ENSG00000225190
chr17,43861911,43912179,+,CRHR1,11,ENSG00000120088
chr17,43922273,43924327,+,SPPL2C,1,ENSG00000185294
chr17,44039704,44101537,+,MAPT,15,ENSG00000186868
chr17,44076646,44077032,+,STH,1,ENSG00000256762
chr17,44108842,44249509,-,KANSL1,9,ENSG00000120071
chr17,44372500,44415089,+,LRRC37A,3,ENSG00000176681
chr17,44376913,44435763,-,ARL17B,7,ENSG00000228696
chr17,44590079,44632945,+,LRRC37A2,2,ENSG00000238083
chr17,44594481,44653688,-,ARL17A,6,ENSG00000185829
chr17,44668142,44833189,+,NSF,8,ENSG00000073969
chr17,44845686,44895963,-,WNT3,1,ENSG00000108379
chr17,44910712,44962485,+,WNT9B,3,ENSG00000158955
chr17,45000559,45102068,+,GOSR2,9,ENSG00000108433
chr17,45000559,45102068,+,RP11-156P1.2,1,ENSG00000262633
chr17,45056011,45056373,-,RPRML,1,ENSG00000179673
chr17,45198301,45266538,-,CDC27,15,ENSG00000004897
chr17,45286789,45300408,+,MYL4,10,ENSG00000198336
chr17,45331228,45405730,+,ITGB3,5,ENSG00000259207
chr17,45405720,45518080,+,EFCAB13,7,ENSG00000178852
chr17,45600353,45699286,+,NPEPPS,13,ENSG00000141279
chr17,45727611,45758035,+,KPNB1,9,ENSG00000108424
chr17,45773479,45787992,+,TBKBP1,3,ENSG00000198933
chr17,45810821,45822732,+,TBX21,1,ENSG00000073861
chr17,45885657,45897644,-,OSBPL7,4,ENSG00000006025
chr17,45901571,45908877,-,MRPL10,5,ENSG00000159111
chr17,45909356,45914486,+,LRRC46,4,ENSG00000141294
chr17,45915210,45918233,-,SCRN2,9,ENSG00000141295
chr17,45924665,45925795,-,SP6,2,ENSG00000189120
chr17,45973653,46005190,+,SP2,1,ENSG00000167182
chr17,46019042,46024148,+,PNPO,9,ENSG00000108439
chr17,46030289,46030600,-,PRR15L,1,ENSG00000167183
chr17,46048009,46059100,+,CDK5RAP3,14,ENSG00000108465
chr17,46103794,46115139,-,COPZ2,7,ENSG00000005243
chr17,46128481,46137333,+,NFE2L1,19,ENSG00000082641
chr17,46148797,46154366,-,CBX1,6,ENSG00000108468
chr17,46189406,46198870,+,SNX11,11,ENSG00000002919
chr17,46214598,46507482,-,SKAP1,7,ENSG00000141293
chr17,46606909,46608266,-,HOXB1,2,ENSG00000120094
chr17,46620430,46622273,-,HOXB2,1,ENSG00000173917
chr17,46627696,46651247,-,HOXB3,11,ENSG00000120093
chr17,46654084,46655681,-,HOXB4,1,ENSG00000182742
chr17,46669571,46671044,-,HOXB5,1,ENSG00000120075
chr17,46673775,46675512,-,HOXB6,2,ENSG00000108511
chr17,46685204,46688280,-,HOXB7,1,ENSG00000260027
chr17,46688855,46692066,-,HOXB8,4,ENSG00000120068
chr17,46700262,46703631,-,HOXB9,2,ENSG00000170689
chr17,46799163,46799754,-,PRAC,1,ENSG00000159182
chr17,46804152,46805955,-,HOXB13,1,ENSG00000159184
chr17,46846351,46894439,-,TTLL6,6,ENSG00000170703
chr17,46919070,46940410,+,CALCOCO2,14,ENSG00000136436
chr17,46970780,46973131,+,ATP5G1,6,ENSG00000159199
chr17,46985866,47004496,+,UBE2Z,6,ENSG00000159202
chr17,47007837,47022096,-,SNF8,9,ENSG00000159210
chr17,47036069,47044594,-,GIP,1,ENSG00000159224
chr17,47075108,47126806,+,IGF2BP1,2,ENSG00000159217
chr17,47210155,47247090,+,B4GALNT2,3,ENSG00000167080
chr17,47280318,47284784,-,GNGT2,6,ENSG00000167083
chr17,47288087,47300077,+,ABI3,4,ENSG00000108798
chr17,47301608,47304053,-,PHOSPHO1,7,ENSG00000173868
chr17,47375775,47395087,-,ZNF652,3,ENSG00000198740
chr17,47448194,47554297,+,RP11-81K2.1,1,ENSG00000262039
chr17,47482354,47490626,-,PHB,7,ENSG00000167085
chr17,47572780,47590371,+,NGFR,3,ENSG00000064300
chr17,47653582,47659285,+,NXPH3,2,ENSG00000182575
chr17,47677740,47700172,-,SPOP,16,ENSG00000121067
chr17,47778820,47785448,-,SLC35B1,10,ENSG00000121073
chr17,47788617,47841449,-,FAM117A,5,ENSG00000121104
chr17,47866197,47904864,+,KAT7,8,ENSG00000136504
chr17,47916004,47925379,-,TAC4,6,ENSG00000176358
chr17,48046833,48051307,+,DLX4,3,ENSG00000108813
chr17,48068881,48072362,-,DLX3,2,ENSG00000064195
chr17,48133804,48167682,+,ITGA3,8,ENSG00000005884
chr17,48172800,48187461,+,PDK2,7,ENSG00000005882
chr17,48190257,48202323,-,SAMD14,4,ENSG00000167100
chr17,48212696,48227874,-,PPP1R9B,1,ENSG00000108819
chr17,48243402,48253212,+,SGCA,10,ENSG00000108823
